filename,latitude,longitude,heading,pitch,fov,size,timestamp,status,error_message,file_size_bytes,source_folder,original_filename,region_id
streetview_beverly_hills_bh_0014_h270.jpg,34.06055861608122,-118.4002046601861,270,0,90,640x640,2026-01-04 13:09:03,success,,113748,streetview_beverly_hills,bh_0014_h270.jpg,beverly_hills
streetview_hollywood_hwood_0108_h000.jpg,34.09115833385702,-118.3321567184628,0,0,90,640x640,2026-01-04 12:30:44,success,,66865,streetview_hollywood,hwood_0108_h000.jpg,hollywood
streetview_beverly_hills_bh_0056_h270.jpg,34.06110375435422,-118.3985229061167,270,0,90,640x640,2026-01-04 13:10:35,success,,73548,streetview_beverly_hills,bh_0056_h270.jpg,beverly_hills
streetview_pasadena_pas_0451_h090.jpg,34.13798439874717,-118.1446954935805,90,0,90,640x640,2026-01-04 17:26:31,success,,99330,streetview_pasadena,pas_0451_h090.jpg,pasadena
streetview_koreatown_ktown_0889_h180.jpg,34.06466853030759,-118.297950217435,180,0,90,640x640,2026-01-04 17:00:50,success,,77108,streetview_koreatown,ktown_0889_h180.jpg,koreatown
streetview_long_beach_lb_0397_h000.jpg,33.76742091158598,-118.1832885065428,0,0,90,640x640,2026-01-04 18:07:19,success,,51813,streetview_long_beach,lb_0397_h000.jpg,long_beach
streetview_hollywood_hwood_0528_h180.jpg,34.09665362330836,-118.3373349250329,180,0,90,640x640,2026-01-04 12:46:02,success,,96673,streetview_hollywood,hwood_0528_h180.jpg,hollywood
streetview_long_beach_lb_0957_h090.jpg,33.77558622647973,-118.1917513997429,90,0,90,640x640,2026-01-04 18:27:40,success,,154143,streetview_long_beach,lb_0957_h090.jpg,long_beach
streetview_hollywood_hwood_0055_h180.jpg,34.0907190708387,-118.3406480949691,180,0,90,640x640,2026-01-04 12:28:44,success,,82657,streetview_hollywood,hwood_0055_h180.jpg,hollywood
streetview_hollywood_hwood_0966_h270.jpg,34.10208031210605,-118.3406716379339,270,0,90,640x640,2026-01-04 13:02:48,success,,45381,streetview_hollywood,hwood_0966_h270.jpg,hollywood
streetview_beverly_hills_bh_0102_h180.jpg,34.06165417465898,-118.3949055398792,180,0,90,640x640,2026-01-04 13:12:16,success,,79852,streetview_beverly_hills,bh_0102_h180.jpg,beverly_hills
streetview_santa_monica_sm_0796_h090.jpg,34.01833136436531,-118.503321122353,90,0,90,640x640,2026-01-04 14:20:02,success,,97475,streetview_santa_monica,sm_0796_h090.jpg,santa_monica
streetview_long_beach_lb_0059_h270.jpg,33.76181348996949,-118.1886996325689,270,0,90,640x640,2026-01-04 17:54:59,success,,50779,streetview_long_beach,lb_0059_h270.jpg,long_beach
streetview_hollywood_hwood_0300_h000.jpg,34.09337767760483,-118.3244807059322,0,0,90,640x640,2026-01-04 12:37:54,success,,74708,streetview_hollywood,hwood_0300_h000.jpg,hollywood
streetview_beverly_hills_bh_0561_h090.jpg,34.06776055825364,-118.4049164234761,90,0,90,640x640,2026-01-04 13:29:27,success,,80083,streetview_beverly_hills,bh_0561_h090.jpg,beverly_hills
streetview_long_beach_lb_0188_h270.jpg,33.76442659839198,-118.2006865525749,270,0,90,640x640,2026-01-04 17:59:40,success,,110343,streetview_long_beach,lb_0188_h270.jpg,long_beach
streetview_beverly_hills_bh_0468_h000.jpg,34.06654911990172,-118.4087306660797,0,0,90,640x640,2026-01-04 13:25:46,success,,93064,streetview_beverly_hills,bh_0468_h000.jpg,beverly_hills
streetview_hollywood_hwood_0635_h000.jpg,34.09798322717854,-118.3399898715839,0,0,90,640x640,2026-01-04 12:50:00,success,,108387,streetview_hollywood,hwood_0635_h000.jpg,hollywood
streetview_downtown_la_dtla_0830_h180.jpg,34.04437212609076,-118.2453027202524,180,0,90,640x640,2026-01-04 12:15:22,success,,83036,streetview_downtown_la,dtla_0830_h180.jpg,downtown_la
streetview_downtown_la_dtla_0523_h000.jpg,34.04158123976791,-118.2652507718238,0,0,90,640x640,2026-01-04 12:03:52,success,,131640,streetview_downtown_la,dtla_0523_h000.jpg,downtown_la
streetview_downtown_la_dtla_0932_h000.jpg,34.04562031624435,-118.2538790006888,0,0,90,640x640,2026-01-04 12:19:16,success,,79854,streetview_downtown_la,dtla_0932_h000.jpg,downtown_la
streetview_venice_beach_vb_0351_h180.jpg,33.98698281071739,-118.4729050434076,180,0,90,640x640,2026-01-04 14:47:06,success,,76201,streetview_venice_beach,vb_0351_h180.jpg,venice_beach
streetview_beverly_hills_bh_0616_h180.jpg,34.06844674298871,-118.3962005155079,180,0,90,640x640,2026-01-04 13:31:28,success,,50836,streetview_beverly_hills,bh_0616_h180.jpg,beverly_hills
streetview_pasadena_pas_0412_h180.jpg,34.13719868507178,-118.1541134629487,180,0,90,640x640,2026-01-04 17:25:01,success,,88273,streetview_pasadena,pas_0412_h180.jpg,pasadena
streetview_long_beach_lb_0314_h180.jpg,33.76611696098053,-118.1833183193896,180,0,90,640x640,2026-01-04 18:04:22,success,,84492,streetview_long_beach,lb_0314_h180.jpg,long_beach
streetview_santa_monica_sm_0280_h270.jpg,34.01056120741054,-118.4906143784902,270,0,90,640x640,2026-01-04 14:01:02,success,,108807,streetview_santa_monica,sm_0280_h270.jpg,santa_monica
streetview_pasadena_pas_0052_h270.jpg,34.13114981123471,-118.1443206069392,270,0,90,640x640,2026-01-04 17:11:40,success,,80519,streetview_pasadena,pas_0052_h270.jpg,pasadena
streetview_downtown_la_dtla_0545_h270.jpg,34.04105370444716,-118.2509296952169,270,0,90,640x640,2026-01-04 12:04:44,success,,88887,streetview_downtown_la,dtla_0545_h270.jpg,downtown_la
streetview_venice_beach_vb_0579_h180.jpg,33.98990547355512,-118.4660038848478,180,0,90,640x640,2026-01-04 14:55:20,success,,71029,streetview_venice_beach,vb_0579_h180.jpg,venice_beach
streetview_downtown_la_dtla_0743_h180.jpg,34.04320666563476,-118.2524622161789,180,0,90,640x640,2026-01-04 12:12:03,success,,79609,streetview_downtown_la,dtla_0743_h180.jpg,downtown_la
streetview_hollywood_hwood_0879_h090.jpg,34.10110173359911,-118.3453058818113,90,0,90,640x640,2026-01-04 12:59:24,success,,69619,streetview_hollywood,hwood_0879_h090.jpg,hollywood
streetview_beverly_hills_bh_0148_h090.jpg,34.06221907089189,-118.3909088464527,90,0,90,640x640,2026-01-04 13:13:57,success,,60232,streetview_beverly_hills,bh_0148_h090.jpg,beverly_hills
streetview_santa_monica_sm_0640_h180.jpg,34.01626079959568,-118.4931420667828,180,0,90,640x640,2026-01-04 14:14:06,success,,76202,streetview_santa_monica,sm_0640_h180.jpg,santa_monica
streetview_koreatown_ktown_0950_h270.jpg,34.06539730645248,-118.2988824479547,270,0,90,640x640,2026-01-04 17:03:00,success,,82929,streetview_koreatown,ktown_0950_h270.jpg,koreatown
streetview_beverly_hills_bh_0476_h000.jpg,34.06668071002267,-118.4023779446068,0,0,90,640x640,2026-01-04 13:26:03,success,,85511,streetview_beverly_hills,bh_0476_h000.jpg,beverly_hills
streetview_venice_beach_vb_0938_h000.jpg,33.99414670616181,-118.477892133629,0,0,90,640x640,2026-01-04 15:09:24,success,,72151,streetview_venice_beach,vb_0938_h000.jpg,venice_beach
streetview_hollywood_hwood_0268_h270.jpg,34.09309622211949,-118.3233863849434,270,0,90,640x640,2026-01-04 12:36:47,success,,88822,streetview_hollywood,hwood_0268_h270.jpg,hollywood
streetview_beverly_hills_bh_0355_h090.jpg,34.06499501080252,-118.3970711371709,90,0,90,640x640,2026-01-04 13:21:38,success,,92448,streetview_beverly_hills,bh_0355_h090.jpg,beverly_hills
streetview_beverly_hills_bh_0220_h090.jpg,34.06335740138995,-118.4023798166555,90,0,90,640x640,2026-01-04 13:16:35,success,,112371,streetview_beverly_hills,bh_0220_h090.jpg,beverly_hills
streetview_hollywood_hwood_0122_h270.jpg,34.09177368341565,-118.3491022161229,270,0,90,640x640,2026-01-04 12:31:16,success,,62549,streetview_hollywood,hwood_0122_h270.jpg,hollywood
streetview_santa_monica_sm_0057_h090.jpg,34.00674138629777,-118.4843768727542,90,0,90,640x640,2026-01-04 13:52:24,success,,72853,streetview_santa_monica,sm_0057_h090.jpg,santa_monica
streetview_santa_monica_sm_0642_h270.jpg,34.01615756800393,-118.4922984985485,270,0,90,640x640,2026-01-04 14:14:10,success,,81874,streetview_santa_monica,sm_0642_h270.jpg,santa_monica
streetview_beverly_hills_bh_0570_h090.jpg,34.06770240011927,-118.3977994747757,90,0,90,640x640,2026-01-04 13:29:46,success,,70681,streetview_beverly_hills,bh_0570_h090.jpg,beverly_hills
streetview_pasadena_pas_0695_h090.jpg,34.14168094441353,-118.1533932796306,90,0,90,640x640,2026-01-04 17:35:39,success,,100576,streetview_pasadena,pas_0695_h090.jpg,pasadena
streetview_downtown_la_dtla_0821_h000.jpg,34.04452912809688,-118.2507147521663,0,0,90,640x640,2026-01-04 12:15:02,success,,86837,streetview_downtown_la,dtla_0821_h000.jpg,downtown_la
streetview_koreatown_ktown_0975_h000.jpg,34.06556925757418,-118.3066295487018,0,0,90,640x640,2026-01-04 17:03:53,success,,59448,streetview_koreatown,ktown_0975_h000.jpg,koreatown
streetview_pasadena_pas_0298_h000.jpg,34.13574254286746,-118.1587087460768,0,0,90,640x640,2026-01-04 17:20:39,success,,88112,streetview_pasadena,pas_0298_h000.jpg,pasadena
streetview_long_beach_lb_0692_h180.jpg,33.77171698977415,-118.1872921295015,180,0,90,640x640,2026-01-04 18:18:16,success,,72646,streetview_long_beach,lb_0692_h180.jpg,long_beach
streetview_pasadena_pas_0268_h270.jpg,34.13496756443993,-118.153049122547,270,0,90,640x640,2026-01-04 17:19:35,success,,77921,streetview_pasadena,pas_0268_h270.jpg,pasadena
streetview_venice_beach_vb_0261_h000.jpg,33.98575139487883,-118.4686370093339,0,0,90,640x640,2026-01-04 14:43:42,success,,119298,streetview_venice_beach,vb_0261_h000.jpg,venice_beach
streetview_hollywood_hwood_0940_h090.jpg,34.10160381786764,-118.3312964630169,90,0,90,640x640,2026-01-04 13:01:45,success,,84754,streetview_hollywood,hwood_0940_h090.jpg,hollywood
streetview_beverly_hills_bh_0561_h270.jpg,34.06776055825364,-118.4049164234761,270,0,90,640x640,2026-01-04 13:29:28,success,,83384,streetview_beverly_hills,bh_0561_h270.jpg,beverly_hills
streetview_downtown_la_dtla_0169_h000.jpg,34.03719441410852,-118.2566280413259,0,0,90,640x640,2026-01-04 11:51:12,success,,67016,streetview_downtown_la,dtla_0169_h000.jpg,downtown_la
streetview_beverly_hills_bh_0120_h180.jpg,34.0616085458423,-118.3802934460084,180,0,90,640x640,2026-01-04 13:12:56,success,,87420,streetview_beverly_hills,bh_0120_h180.jpg,beverly_hills
streetview_santa_monica_sm_0525_h180.jpg,34.01441966194653,-118.4927988665379,180,0,90,640x640,2026-01-04 14:10:04,success,,68682,streetview_santa_monica,sm_0525_h180.jpg,santa_monica
streetview_beverly_hills_bh_0063_h180.jpg,34.06112572726248,-118.393361291096,180,0,90,640x640,2026-01-04 13:10:50,success,,51578,streetview_beverly_hills,bh_0063_h180.jpg,beverly_hills
streetview_beverly_hills_bh_0619_h000.jpg,34.06833698805173,-118.394160072984,0,0,90,640x640,2026-01-04 13:31:33,success,,107361,streetview_beverly_hills,bh_0619_h000.jpg,beverly_hills
streetview_santa_monica_sm_0763_h090.jpg,34.0179668290307,-118.4970673465978,90,0,90,640x640,2026-01-04 14:18:48,success,,71855,streetview_santa_monica,sm_0763_h090.jpg,santa_monica
streetview_beverly_hills_bh_0676_h180.jpg,34.06889546247779,-118.3805766081451,180,0,90,640x640,2026-01-04 13:33:43,success,,81647,streetview_beverly_hills,bh_0676_h180.jpg,beverly_hills
streetview_long_beach_lb_0138_h270.jpg,33.76333047931001,-118.1912994977521,270,0,90,640x640,2026-01-04 17:57:48,success,,76260,streetview_long_beach,lb_0138_h270.jpg,long_beach
streetview_downtown_la_dtla_0170_h000.jpg,34.03712185292975,-118.2559239892002,0,0,90,640x640,2026-01-04 11:51:14,success,,81802,streetview_downtown_la,dtla_0170_h000.jpg,downtown_la
streetview_long_beach_lb_0030_h000.jpg,33.76093960562337,-118.195274373921,0,0,90,640x640,2026-01-04 17:53:50,success,,81133,streetview_long_beach,lb_0030_h000.jpg,long_beach
streetview_beverly_hills_bh_0577_h180.jpg,34.06777377727217,-118.3922429009086,180,0,90,640x640,2026-01-04 13:30:01,success,,67354,streetview_beverly_hills,bh_0577_h180.jpg,beverly_hills
streetview_pasadena_pas_0763_h180.jpg,34.14277603941208,-118.1559543939948,180,0,90,640x640,2026-01-04 17:38:16,success,,93314,streetview_pasadena,pas_0763_h180.jpg,pasadena
streetview_beverly_hills_bh_0713_h270.jpg,34.06944732941133,-118.3862303003104,270,0,90,640x640,2026-01-04 13:34:59,success,,71008,streetview_beverly_hills,bh_0713_h270.jpg,beverly_hills
streetview_venice_beach_vb_0800_h090.jpg,33.9923803781716,-118.4666617020568,90,0,90,640x640,2026-01-04 15:04:00,success,,71949,streetview_venice_beach,vb_0800_h090.jpg,venice_beach
streetview_beverly_hills_bh_0607_h270.jpg,34.0683408942342,-118.4032146591655,270,0,90,640x640,2026-01-04 13:31:08,success,,52180,streetview_beverly_hills,bh_0607_h270.jpg,beverly_hills
streetview_hollywood_hwood_0433_h270.jpg,34.09528017981823,-118.3286273780607,270,0,90,640x640,2026-01-04 12:42:38,success,,72654,streetview_hollywood,hwood_0433_h270.jpg,hollywood
streetview_beverly_hills_bh_0705_h000.jpg,34.06946583172778,-118.392245307974,0,0,90,640x640,2026-01-04 13:34:40,success,,92431,streetview_beverly_hills,bh_0705_h000.jpg,beverly_hills
streetview_santa_monica_sm_0389_h180.jpg,34.01234977787371,-118.4849227062208,180,0,90,640x640,2026-01-04 14:05:05,success,,87435,streetview_santa_monica,sm_0389_h180.jpg,santa_monica
streetview_pasadena_pas_0515_h270.jpg,34.13887611361215,-118.1496052822979,270,0,90,640x640,2026-01-04 17:28:52,success,,54437,streetview_pasadena,pas_0515_h270.jpg,pasadena
streetview_pasadena_pas_0357_h090.jpg,34.1360850164066,-118.1413339841636,90,0,90,640x640,2026-01-04 17:22:54,success,,119725,streetview_pasadena,pas_0357_h090.jpg,pasadena
streetview_downtown_la_dtla_0005_h270.jpg,34.03542211713909,-118.261124145684,270,0,90,640x640,2026-01-04 11:45:21,success,,91792,streetview_downtown_la,dtla_0005_h270.jpg,downtown_la
streetview_long_beach_lb_0830_h090.jpg,33.77390234564913,-118.1963825460199,90,0,90,640x640,2026-01-04 18:23:12,success,,88819,streetview_long_beach,lb_0830_h090.jpg,long_beach
streetview_downtown_la_dtla_0224_h090.jpg,34.0376696344609,-118.2483039631238,90,0,90,640x640,2026-01-04 11:53:11,success,,63568,streetview_downtown_la,dtla_0224_h090.jpg,downtown_la
streetview_pasadena_pas_0089_h180.jpg,34.13163304540853,-118.1375296532313,180,0,90,640x640,2026-01-04 17:12:59,success,,110129,streetview_pasadena,pas_0089_h180.jpg,pasadena
streetview_long_beach_lb_0402_h180.jpg,33.76772681078276,-118.2092946897656,180,0,90,640x640,2026-01-04 18:07:30,success,,50508,streetview_long_beach,lb_0402_h180.jpg,long_beach
streetview_downtown_la_dtla_0498_h000.jpg,34.0408444765276,-118.2544105929848,0,0,90,640x640,2026-01-04 12:02:59,success,,112526,streetview_downtown_la,dtla_0498_h000.jpg,downtown_la
streetview_long_beach_lb_0731_h090.jpg,33.77236209152559,-118.1873164969233,90,0,90,640x640,2026-01-04 18:19:44,success,,59909,streetview_long_beach,lb_0731_h090.jpg,long_beach
streetview_hollywood_hwood_0301_h000.jpg,34.0935631918836,-118.3233877227485,0,0,90,640x640,2026-01-04 12:37:56,success,,72272,streetview_hollywood,hwood_0301_h000.jpg,hollywood
streetview_downtown_la_dtla_0365_h090.jpg,34.03930078325549,-118.2584858113934,90,0,90,640x640,2026-01-04 11:58:07,success,,68968,streetview_downtown_la,dtla_0365_h090.jpg,downtown_la
streetview_downtown_la_dtla_0684_h000.jpg,34.04298409916919,-118.2638959989482,0,0,90,640x640,2026-01-04 12:09:48,success,,35255,streetview_downtown_la,dtla_0684_h000.jpg,downtown_la
streetview_beverly_hills_bh_0255_h180.jpg,34.06389853202752,-118.4089182203113,180,0,90,640x640,2026-01-04 13:17:55,success,,104319,streetview_beverly_hills,bh_0255_h180.jpg,beverly_hills
streetview_hollywood_hwood_0370_h270.jpg,34.0943679266197,-118.3273016491075,270,0,90,640x640,2026-01-04 12:40:26,success,,59682,streetview_hollywood,hwood_0370_h270.jpg,hollywood
streetview_santa_monica_sm_0079_h180.jpg,34.00722181777939,-118.4884697779563,180,0,90,640x640,2026-01-04 13:53:21,success,,73902,streetview_santa_monica,sm_0079_h180.jpg,santa_monica
streetview_hollywood_hwood_0574_h270.jpg,34.09708966001969,-118.3295250150791,270,0,90,640x640,2026-01-04 12:47:42,success,,88763,streetview_hollywood,hwood_0574_h270.jpg,hollywood
streetview_beverly_hills_bh_0769_h000.jpg,34.07057437606596,-118.4104024229488,0,0,90,640x640,2026-01-04 13:37:00,success,,125088,streetview_beverly_hills,bh_0769_h000.jpg,beverly_hills
streetview_venice_beach_vb_0367_h000.jpg,33.98708487243,-118.4677175725313,0,0,90,640x640,2026-01-04 14:47:39,success,,143979,streetview_venice_beach,vb_0367_h000.jpg,venice_beach
streetview_beverly_hills_bh_0045_h270.jpg,34.06111991103364,-118.4072869193376,270,0,90,640x640,2026-01-04 13:10:11,success,,121622,streetview_beverly_hills,bh_0045_h270.jpg,beverly_hills
streetview_hollywood_hwood_0298_h000.jpg,34.09350504881881,-118.3259934793426,0,0,90,640x640,2026-01-04 12:37:50,success,,90362,streetview_hollywood,hwood_0298_h000.jpg,hollywood
streetview_hollywood_hwood_0046_h270.jpg,34.09081702507972,-118.3466938918904,270,0,90,640x640,2026-01-04 12:28:23,success,,46156,streetview_hollywood,hwood_0046_h270.jpg,hollywood
streetview_long_beach_lb_0744_h270.jpg,33.77279305648393,-118.2067972845105,270,0,90,640x640,2026-01-04 18:20:12,success,,59970,streetview_long_beach,lb_0744_h270.jpg,long_beach
streetview_pasadena_pas_0069_h270.jpg,34.1315899481926,-118.1559951922554,270,0,90,640x640,2026-01-04 17:12:18,success,,111580,streetview_pasadena,pas_0069_h270.jpg,pasadena
streetview_pasadena_pas_0166_h090.jpg,34.13275877437737,-118.1305229850203,90,0,90,640x640,2026-01-04 17:15:46,success,,77641,streetview_pasadena,pas_0166_h090.jpg,pasadena
streetview_beverly_hills_bh_0375_h180.jpg,34.06500473372699,-118.3815481466459,180,0,90,640x640,2026-01-04 13:22:22,success,,67659,streetview_beverly_hills,bh_0375_h180.jpg,beverly_hills
streetview_beverly_hills_bh_0330_h180.jpg,34.06454850575049,-118.3838831326824,180,0,90,640x640,2026-01-04 13:20:41,success,,30704,streetview_beverly_hills,bh_0330_h180.jpg,beverly_hills
streetview_downtown_la_dtla_0923_h090.jpg,34.04560532103371,-118.2599498327664,90,0,90,640x640,2026-01-04 12:18:55,success,,96458,streetview_downtown_la,dtla_0923_h090.jpg,downtown_la
streetview_venice_beach_vb_0570_h270.jpg,33.98988412349851,-118.4690823791952,270,0,90,640x640,2026-01-04 14:55:01,success,,95295,streetview_venice_beach,vb_0570_h270.jpg,venice_beach
streetview_downtown_la_dtla_0496_h270.jpg,34.0409950482605,-118.2556249156172,270,0,90,640x640,2026-01-04 12:02:56,success,,47516,streetview_downtown_la,dtla_0496_h270.jpg,downtown_la
streetview_beverly_hills_bh_0234_h090.jpg,34.06333158315766,-118.3916701966604,90,0,90,640x640,2026-01-04 13:17:08,success,,83200,streetview_beverly_hills,bh_0234_h090.jpg,beverly_hills
streetview_koreatown_ktown_0931_h180.jpg,34.06535075861527,-118.307739230208,180,0,90,640x640,2026-01-04 17:02:20,success,,73044,streetview_koreatown,ktown_0931_h180.jpg,koreatown
streetview_beverly_hills_bh_0317_h270.jpg,34.0644852261287,-118.393869712642,270,0,90,640x640,2026-01-04 13:20:14,success,,112148,streetview_beverly_hills,bh_0317_h270.jpg,beverly_hills
streetview_venice_beach_vb_0220_h090.jpg,33.98536056404561,-118.4718949183729,90,0,90,640x640,2026-01-04 14:42:11,success,,87700,streetview_venice_beach,vb_0220_h090.jpg,venice_beach
streetview_hollywood_hwood_0294_h000.jpg,34.09354876425481,-118.3299134099487,0,0,90,640x640,2026-01-04 12:37:42,success,,73118,streetview_hollywood,hwood_0294_h000.jpg,hollywood
streetview_beverly_hills_bh_0053_h180.jpg,34.06111579334995,-118.4007513937717,180,0,90,640x640,2026-01-04 13:10:28,success,,71691,streetview_beverly_hills,bh_0053_h180.jpg,beverly_hills
streetview_long_beach_lb_0108_h000.jpg,33.76281999155908,-118.1913417157839,0,0,90,640x640,2026-01-04 17:56:46,success,,58552,streetview_long_beach,lb_0108_h000.jpg,long_beach
streetview_pasadena_pas_0103_h270.jpg,34.13222371157246,-118.1517958672054,270,0,90,640x640,2026-01-04 17:13:29,success,,111286,streetview_pasadena,pas_0103_h270.jpg,pasadena
streetview_downtown_la_dtla_0688_h180.jpg,34.0429512315964,-118.2615569496037,180,0,90,640x640,2026-01-04 12:10:03,success,,71401,streetview_downtown_la,dtla_0688_h180.jpg,downtown_la
streetview_beverly_hills_bh_0436_h270.jpg,34.06615165363605,-118.4002117918929,270,0,90,640x640,2026-01-04 13:24:33,success,,82683,streetview_beverly_hills,bh_0436_h270.jpg,beverly_hills
streetview_beverly_hills_bh_0479_h180.jpg,34.06663464547314,-118.4002099198198,180,0,90,640x640,2026-01-04 13:26:11,success,,71592,streetview_beverly_hills,bh_0479_h180.jpg,beverly_hills
streetview_koreatown_ktown_0996_h270.jpg,34.06576171969304,-118.3086937948964,270,0,90,640x640,2026-01-04 17:04:39,success,,50303,streetview_koreatown,ktown_0996_h270.jpg,koreatown
streetview_long_beach_lb_0913_h180.jpg,33.77503214164392,-118.1944226224427,180,0,90,640x640,2026-01-04 18:26:09,success,,73022,streetview_long_beach,lb_0913_h180.jpg,long_beach
streetview_downtown_la_dtla_0782_h090.jpg,34.04380800436058,-118.2512294015772,90,0,90,640x640,2026-01-04 12:13:30,success,,76878,streetview_downtown_la,dtla_0782_h090.jpg,downtown_la
streetview_koreatown_ktown_0076_h180.jpg,34.05587373408125,-118.3059689632124,180,0,90,640x640,2026-01-04 16:44:02,success,,70186,streetview_koreatown,ktown_0076_h180.jpg,koreatown
streetview_venice_beach_vb_0291_h000.jpg,33.98637363672461,-118.4697370653728,0,0,90,640x640,2026-01-04 14:44:46,success,,94662,streetview_venice_beach,vb_0291_h000.jpg,venice_beach
