filename,latitude,longitude,heading,pitch,fov,size,timestamp,status,error_message,file_size_bytes,source_folder,original_filename
streetview_beverly_hills_bh_0011_h000.jpg,34.06056051132287,-118.4023847196402,0,0,90,640x640,2026-01-04 13:08:54,success,,73110,streetview_beverly_hills,bh_0011_h000.jpg
streetview_beverly_hills_bh_0011_h090.jpg,34.06056051132287,-118.4023847196402,90,0,90,640x640,2026-01-04 13:08:55,success,,61000,streetview_beverly_hills,bh_0011_h090.jpg
streetview_beverly_hills_bh_0011_h180.jpg,34.06056051132287,-118.4023847196402,180,0,90,640x640,2026-01-04 13:08:55,success,,89311,streetview_beverly_hills,bh_0011_h180.jpg
streetview_beverly_hills_bh_0011_h270.jpg,34.06056051132287,-118.4023847196402,270,0,90,640x640,2026-01-04 13:08:56,success,,96920,streetview_beverly_hills,bh_0011_h270.jpg
streetview_beverly_hills_bh_0012_h000.jpg,34.06053081877216,-118.4018385262601,0,0,90,640x640,2026-01-04 13:08:56,success,,35697,streetview_beverly_hills,bh_0012_h000.jpg
streetview_beverly_hills_bh_0012_h090.jpg,34.06053081877216,-118.4018385262601,90,0,90,640x640,2026-01-04 13:08:57,success,,59056,streetview_beverly_hills,bh_0012_h090.jpg
streetview_beverly_hills_bh_0012_h180.jpg,34.06053081877216,-118.4018385262601,180,0,90,640x640,2026-01-04 13:08:57,success,,93376,streetview_beverly_hills,bh_0012_h180.jpg
streetview_beverly_hills_bh_0012_h270.jpg,34.06053081877216,-118.4018385262601,270,0,90,640x640,2026-01-04 13:08:58,success,,47418,streetview_beverly_hills,bh_0012_h270.jpg
streetview_beverly_hills_bh_0013_h000.jpg,34.06056365113733,-118.4007511263336,0,0,90,640x640,2026-01-04 13:08:58,success,,100846,streetview_beverly_hills,bh_0013_h000.jpg
streetview_beverly_hills_bh_0013_h090.jpg,34.06056365113733,-118.4007511263336,90,0,90,640x640,2026-01-04 13:08:59,success,,64560,streetview_beverly_hills,bh_0013_h090.jpg
streetview_beverly_hills_bh_0013_h180.jpg,34.06056365113733,-118.4007511263336,180,0,90,640x640,2026-01-04 13:08:59,success,,83008,streetview_beverly_hills,bh_0013_h180.jpg
streetview_beverly_hills_bh_0013_h270.jpg,34.06056365113733,-118.4007511263336,270,0,90,640x640,2026-01-04 13:09:00,success,,108379,streetview_beverly_hills,bh_0013_h270.jpg
streetview_beverly_hills_bh_0014_h000.jpg,34.06055861608122,-118.4002046601861,0,0,90,640x640,2026-01-04 13:09:01,success,,101992,streetview_beverly_hills,bh_0014_h000.jpg
streetview_beverly_hills_bh_0014_h090.jpg,34.06055861608122,-118.4002046601861,90,0,90,640x640,2026-01-04 13:09:02,success,,90888,streetview_beverly_hills,bh_0014_h090.jpg
streetview_beverly_hills_bh_0014_h180.jpg,34.06055861608122,-118.4002046601861,180,0,90,640x640,2026-01-04 13:09:02,success,,126236,streetview_beverly_hills,bh_0014_h180.jpg
streetview_beverly_hills_bh_0014_h270.jpg,34.06055861608122,-118.4002046601861,270,0,90,640x640,2026-01-04 13:09:03,success,,113748,streetview_beverly_hills,bh_0014_h270.jpg
streetview_beverly_hills_bh_0015_h000.jpg,34.06051555516293,-118.3996603317747,0,0,90,640x640,2026-01-04 13:09:03,success,,70780,streetview_beverly_hills,bh_0015_h000.jpg
streetview_beverly_hills_bh_0015_h090.jpg,34.06051555516293,-118.3996603317747,90,0,90,640x640,2026-01-04 13:09:04,success,,21487,streetview_beverly_hills,bh_0015_h090.jpg
streetview_beverly_hills_bh_0015_h180.jpg,34.06051555516293,-118.3996603317747,180,0,90,640x640,2026-01-04 13:09:04,success,,63707,streetview_beverly_hills,bh_0015_h180.jpg
streetview_beverly_hills_bh_0015_h270.jpg,34.06051555516293,-118.3996603317747,270,0,90,640x640,2026-01-04 13:09:05,success,,110450,streetview_beverly_hills,bh_0015_h270.jpg
streetview_beverly_hills_bh_0016_h000.jpg,34.06055978012922,-118.3985264720059,0,0,90,640x640,2026-01-04 13:09:05,success,,67893,streetview_beverly_hills,bh_0016_h000.jpg
streetview_beverly_hills_bh_0016_h090.jpg,34.06055978012922,-118.3985264720059,90,0,90,640x640,2026-01-04 13:09:06,success,,78201,streetview_beverly_hills,bh_0016_h090.jpg
streetview_beverly_hills_bh_0016_h180.jpg,34.06055978012922,-118.3985264720059,180,0,90,640x640,2026-01-04 13:09:06,success,,88621,streetview_beverly_hills,bh_0016_h180.jpg
streetview_beverly_hills_bh_0016_h270.jpg,34.06055978012922,-118.3985264720059,270,0,90,640x640,2026-01-04 13:09:07,success,,63863,streetview_beverly_hills,bh_0016_h270.jpg
streetview_beverly_hills_bh_0017_h000.jpg,34.06051862386324,-118.3980096847221,0,0,90,640x640,2026-01-04 13:09:07,success,,98930,streetview_beverly_hills,bh_0017_h000.jpg
streetview_beverly_hills_bh_0017_h090.jpg,34.06051862386324,-118.3980096847221,90,0,90,640x640,2026-01-04 13:09:08,success,,133453,streetview_beverly_hills,bh_0017_h090.jpg
streetview_beverly_hills_bh_0017_h180.jpg,34.06051862386324,-118.3980096847221,180,0,90,640x640,2026-01-04 13:09:09,success,,130280,streetview_beverly_hills,bh_0017_h180.jpg
streetview_beverly_hills_bh_0017_h270.jpg,34.06051862386324,-118.3980096847221,270,0,90,640x640,2026-01-04 13:09:09,success,,115686,streetview_beverly_hills,bh_0017_h270.jpg
streetview_beverly_hills_bh_0018_h000.jpg,34.06055662655102,-118.3969774425931,0,0,90,640x640,2026-01-04 13:09:10,success,,106044,streetview_beverly_hills,bh_0018_h000.jpg
streetview_beverly_hills_bh_0018_h090.jpg,34.06055662655102,-118.3969774425931,90,0,90,640x640,2026-01-04 13:09:11,success,,91641,streetview_beverly_hills,bh_0018_h090.jpg
streetview_beverly_hills_bh_0018_h180.jpg,34.06055662655102,-118.3969774425931,180,0,90,640x640,2026-01-04 13:09:11,success,,92407,streetview_beverly_hills,bh_0018_h180.jpg
streetview_beverly_hills_bh_0018_h270.jpg,34.06055662655102,-118.3969774425931,270,0,90,640x640,2026-01-04 13:09:12,success,,74432,streetview_beverly_hills,bh_0018_h270.jpg
streetview_beverly_hills_bh_0019_h000.jpg,34.06056202115051,-118.39645592567,0,0,90,640x640,2026-01-04 13:09:12,success,,50012,streetview_beverly_hills,bh_0019_h000.jpg
streetview_beverly_hills_bh_0019_h090.jpg,34.06056202115051,-118.39645592567,90,0,90,640x640,2026-01-04 13:09:13,success,,32569,streetview_beverly_hills,bh_0019_h090.jpg
streetview_beverly_hills_bh_0019_h180.jpg,34.06056202115051,-118.39645592567,180,0,90,640x640,2026-01-04 13:09:13,success,,90258,streetview_beverly_hills,bh_0019_h180.jpg
streetview_beverly_hills_bh_0019_h270.jpg,34.06056202115051,-118.39645592567,270,0,90,640x640,2026-01-04 13:09:13,success,,102502,streetview_beverly_hills,bh_0019_h270.jpg
streetview_beverly_hills_bh_0020_h000.jpg,34.06055471923798,-118.3954080729149,0,0,90,640x640,2026-01-04 13:09:14,success,,100310,streetview_beverly_hills,bh_0020_h000.jpg
streetview_beverly_hills_bh_0020_h090.jpg,34.06055471923798,-118.3954080729149,90,0,90,640x640,2026-01-04 13:09:14,success,,30598,streetview_beverly_hills,bh_0020_h090.jpg
streetview_beverly_hills_bh_0020_h180.jpg,34.06055471923798,-118.3954080729149,180,0,90,640x640,2026-01-04 13:09:15,success,,70220,streetview_beverly_hills,bh_0020_h180.jpg
streetview_beverly_hills_bh_0020_h270.jpg,34.06055471923798,-118.3954080729149,270,0,90,640x640,2026-01-04 13:09:15,success,,130105,streetview_beverly_hills,bh_0020_h270.jpg
streetview_beverly_hills_bh_0021_h000.jpg,34.0605293121494,-118.3949081252047,0,0,90,640x640,2026-01-04 13:09:16,success,,59390,streetview_beverly_hills,bh_0021_h000.jpg
streetview_beverly_hills_bh_0021_h090.jpg,34.0605293121494,-118.3949081252047,90,0,90,640x640,2026-01-04 13:09:16,success,,83531,streetview_beverly_hills,bh_0021_h090.jpg
streetview_beverly_hills_bh_0021_h180.jpg,34.0605293121494,-118.3949081252047,180,0,90,640x640,2026-01-04 13:09:17,success,,95389,streetview_beverly_hills,bh_0021_h180.jpg
streetview_beverly_hills_bh_0021_h270.jpg,34.0605293121494,-118.3949081252047,270,0,90,640x640,2026-01-04 13:09:18,success,,95210,streetview_beverly_hills,bh_0021_h270.jpg
streetview_beverly_hills_bh_0022_h000.jpg,34.06057910918997,-118.3938741701273,0,0,90,640x640,2026-01-04 13:09:18,success,,123972,streetview_beverly_hills,bh_0022_h000.jpg
streetview_beverly_hills_bh_0022_h090.jpg,34.06057910918997,-118.3938741701273,90,0,90,640x640,2026-01-04 13:09:19,success,,104765,streetview_beverly_hills,bh_0022_h090.jpg
streetview_beverly_hills_bh_0022_h180.jpg,34.06057910918997,-118.3938741701273,180,0,90,640x640,2026-01-04 13:09:19,success,,107882,streetview_beverly_hills,bh_0022_h180.jpg
streetview_beverly_hills_bh_0022_h270.jpg,34.06057910918997,-118.3938741701273,270,0,90,640x640,2026-01-04 13:09:20,success,,105462,streetview_beverly_hills,bh_0022_h270.jpg
streetview_beverly_hills_bh_0023_h000.jpg,34.06059436732487,-118.3933618259959,0,0,90,640x640,2026-01-04 13:09:21,success,,75598,streetview_beverly_hills,bh_0023_h000.jpg
streetview_beverly_hills_bh_0023_h090.jpg,34.06059436732487,-118.3933618259959,90,0,90,640x640,2026-01-04 13:09:21,success,,84989,streetview_beverly_hills,bh_0023_h090.jpg
streetview_beverly_hills_bh_0023_h180.jpg,34.06059436732487,-118.3933618259959,180,0,90,640x640,2026-01-04 13:09:22,success,,77016,streetview_beverly_hills,bh_0023_h180.jpg
streetview_beverly_hills_bh_0023_h270.jpg,34.06059436732487,-118.3933618259959,270,0,90,640x640,2026-01-04 13:09:22,success,,89505,streetview_beverly_hills,bh_0023_h270.jpg
streetview_beverly_hills_bh_0024_h000.jpg,34.06055580535058,-118.3923313382521,0,0,90,640x640,2026-01-04 13:09:23,success,,88113,streetview_beverly_hills,bh_0024_h000.jpg
streetview_beverly_hills_bh_0024_h090.jpg,34.06055580535058,-118.3923313382521,90,0,90,640x640,2026-01-04 13:09:23,success,,116124,streetview_beverly_hills,bh_0024_h090.jpg
streetview_beverly_hills_bh_0024_h180.jpg,34.06055580535058,-118.3923313382521,180,0,90,640x640,2026-01-04 13:09:24,success,,91888,streetview_beverly_hills,bh_0024_h180.jpg
streetview_beverly_hills_bh_0024_h270.jpg,34.06055580535058,-118.3923313382521,270,0,90,640x640,2026-01-04 13:09:24,success,,99774,streetview_beverly_hills,bh_0024_h270.jpg
streetview_beverly_hills_bh_0025_h000.jpg,34.06055149184607,-118.3918066865957,0,0,90,640x640,2026-01-04 13:09:25,success,,95765,streetview_beverly_hills,bh_0025_h000.jpg
streetview_beverly_hills_bh_0025_h090.jpg,34.06055149184607,-118.3918066865957,90,0,90,640x640,2026-01-04 13:09:26,success,,77694,streetview_beverly_hills,bh_0025_h090.jpg
streetview_beverly_hills_bh_0025_h180.jpg,34.06055149184607,-118.3918066865957,180,0,90,640x640,2026-01-04 13:09:26,success,,92835,streetview_beverly_hills,bh_0025_h180.jpg
streetview_beverly_hills_bh_0025_h270.jpg,34.06055149184607,-118.3918066865957,270,0,90,640x640,2026-01-04 13:09:27,success,,91060,streetview_beverly_hills,bh_0025_h270.jpg
streetview_beverly_hills_bh_0026_h000.jpg,34.0604552944237,-118.3902937014888,0,0,90,640x640,2026-01-04 13:09:27,success,,70061,streetview_beverly_hills,bh_0026_h000.jpg
streetview_beverly_hills_bh_0026_h090.jpg,34.0604552944237,-118.3902937014888,90,0,90,640x640,2026-01-04 13:09:28,success,,55037,streetview_beverly_hills,bh_0026_h090.jpg
streetview_beverly_hills_bh_0026_h180.jpg,34.0604552944237,-118.3902937014888,180,0,90,640x640,2026-01-04 13:09:28,success,,71000,streetview_beverly_hills,bh_0026_h180.jpg
streetview_beverly_hills_bh_0026_h270.jpg,34.0604552944237,-118.3902937014888,270,0,90,640x640,2026-01-04 13:09:29,success,,74895,streetview_beverly_hills,bh_0026_h270.jpg
streetview_beverly_hills_bh_0027_h000.jpg,34.06053838546899,-118.3892721992592,0,0,90,640x640,2026-01-04 13:09:29,success,,30104,streetview_beverly_hills,bh_0027_h000.jpg
streetview_beverly_hills_bh_0027_h090.jpg,34.06053838546899,-118.3892721992592,90,0,90,640x640,2026-01-04 13:09:30,success,,43291,streetview_beverly_hills,bh_0027_h090.jpg
streetview_beverly_hills_bh_0027_h180.jpg,34.06053838546899,-118.3892721992592,180,0,90,640x640,2026-01-04 13:09:30,success,,64888,streetview_beverly_hills,bh_0027_h180.jpg
streetview_beverly_hills_bh_0027_h270.jpg,34.06053838546899,-118.3892721992592,270,0,90,640x640,2026-01-04 13:09:31,success,,33936,streetview_beverly_hills,bh_0027_h270.jpg
streetview_beverly_hills_bh_0028_h000.jpg,34.06059276594208,-118.3887445068508,0,0,90,640x640,2026-01-04 13:09:31,success,,118054,streetview_beverly_hills,bh_0028_h000.jpg
streetview_beverly_hills_bh_0028_h090.jpg,34.06059276594208,-118.3887445068508,90,0,90,640x640,2026-01-04 13:09:32,success,,108457,streetview_beverly_hills,bh_0028_h090.jpg
streetview_beverly_hills_bh_0028_h180.jpg,34.06059276594208,-118.3887445068508,180,0,90,640x640,2026-01-04 13:09:32,success,,118113,streetview_beverly_hills,bh_0028_h180.jpg
streetview_beverly_hills_bh_0028_h270.jpg,34.06059276594208,-118.3887445068508,270,0,90,640x640,2026-01-04 13:09:33,success,,54317,streetview_beverly_hills,bh_0028_h270.jpg
streetview_beverly_hills_bh_0029_h000.jpg,34.06052425301402,-118.3877098897003,0,0,90,640x640,2026-01-04 13:09:33,success,,91561,streetview_beverly_hills,bh_0029_h000.jpg
streetview_beverly_hills_bh_0029_h090.jpg,34.06052425301402,-118.3877098897003,90,0,90,640x640,2026-01-04 13:09:34,success,,125206,streetview_beverly_hills,bh_0029_h090.jpg
streetview_beverly_hills_bh_0029_h180.jpg,34.06052425301402,-118.3877098897003,180,0,90,640x640,2026-01-04 13:09:34,success,,102520,streetview_beverly_hills,bh_0029_h180.jpg
streetview_beverly_hills_bh_0029_h270.jpg,34.06052425301402,-118.3877098897003,270,0,90,640x640,2026-01-04 13:09:35,success,,123709,streetview_beverly_hills,bh_0029_h270.jpg
streetview_beverly_hills_bh_0030_h000.jpg,34.06054249122251,-118.387196724359,0,0,90,640x640,2026-01-04 13:09:36,success,,76019,streetview_beverly_hills,bh_0030_h000.jpg
streetview_beverly_hills_bh_0030_h090.jpg,34.06054249122251,-118.387196724359,90,0,90,640x640,2026-01-04 13:09:36,success,,88453,streetview_beverly_hills,bh_0030_h090.jpg
streetview_beverly_hills_bh_0030_h180.jpg,34.06054249122251,-118.387196724359,180,0,90,640x640,2026-01-04 13:09:37,success,,72509,streetview_beverly_hills,bh_0030_h180.jpg
streetview_beverly_hills_bh_0030_h270.jpg,34.06054249122251,-118.387196724359,270,0,90,640x640,2026-01-04 13:09:37,success,,72851,streetview_beverly_hills,bh_0030_h270.jpg
streetview_beverly_hills_bh_0031_h000.jpg,34.06051949857749,-118.3861773429646,0,0,90,640x640,2026-01-04 13:09:38,success,,79067,streetview_beverly_hills,bh_0031_h000.jpg
streetview_beverly_hills_bh_0031_h090.jpg,34.06051949857749,-118.3861773429646,90,0,90,640x640,2026-01-04 13:09:38,success,,50986,streetview_beverly_hills,bh_0031_h090.jpg
streetview_beverly_hills_bh_0031_h180.jpg,34.06051949857749,-118.3861773429646,180,0,90,640x640,2026-01-04 13:09:39,success,,96511,streetview_beverly_hills,bh_0031_h180.jpg
streetview_beverly_hills_bh_0031_h270.jpg,34.06051949857749,-118.3861773429646,270,0,90,640x640,2026-01-04 13:09:39,success,,62945,streetview_beverly_hills,bh_0031_h270.jpg
streetview_beverly_hills_bh_0032_h000.jpg,34.06059003413043,-118.3856661343263,0,0,90,640x640,2026-01-04 13:09:40,success,,76745,streetview_beverly_hills,bh_0032_h000.jpg
streetview_beverly_hills_bh_0032_h090.jpg,34.06059003413043,-118.3856661343263,90,0,90,640x640,2026-01-04 13:09:40,success,,71622,streetview_beverly_hills,bh_0032_h090.jpg
streetview_beverly_hills_bh_0032_h180.jpg,34.06059003413043,-118.3856661343263,180,0,90,640x640,2026-01-04 13:09:41,success,,86839,streetview_beverly_hills,bh_0032_h180.jpg
streetview_beverly_hills_bh_0032_h270.jpg,34.06059003413043,-118.3856661343263,270,0,90,640x640,2026-01-04 13:09:41,success,,78751,streetview_beverly_hills,bh_0032_h270.jpg
streetview_beverly_hills_bh_0033_h000.jpg,34.06055333168224,-118.3846543217769,0,0,90,640x640,2026-01-04 13:09:42,success,,88022,streetview_beverly_hills,bh_0033_h000.jpg
streetview_beverly_hills_bh_0033_h090.jpg,34.06055333168224,-118.3846543217769,90,0,90,640x640,2026-01-04 13:09:42,success,,108840,streetview_beverly_hills,bh_0033_h090.jpg
streetview_beverly_hills_bh_0033_h180.jpg,34.06055333168224,-118.3846543217769,180,0,90,640x640,2026-01-04 13:09:43,success,,79678,streetview_beverly_hills,bh_0033_h180.jpg
streetview_beverly_hills_bh_0033_h270.jpg,34.06055333168224,-118.3846543217769,270,0,90,640x640,2026-01-04 13:09:44,success,,91965,streetview_beverly_hills,bh_0033_h270.jpg
streetview_beverly_hills_bh_0034_h000.jpg,34.06058129599069,-118.3841103886577,0,0,90,640x640,2026-01-04 13:09:44,success,,99543,streetview_beverly_hills,bh_0034_h000.jpg
streetview_beverly_hills_bh_0034_h090.jpg,34.06058129599069,-118.3841103886577,90,0,90,640x640,2026-01-04 13:09:45,success,,88953,streetview_beverly_hills,bh_0034_h090.jpg
streetview_beverly_hills_bh_0034_h180.jpg,34.06058129599069,-118.3841103886577,180,0,90,640x640,2026-01-04 13:09:45,success,,106860,streetview_beverly_hills,bh_0034_h180.jpg
streetview_beverly_hills_bh_0034_h270.jpg,34.06058129599069,-118.3841103886577,270,0,90,640x640,2026-01-04 13:09:46,success,,152885,streetview_beverly_hills,bh_0034_h270.jpg
streetview_beverly_hills_bh_0035_h000.jpg,34.06051208421422,-118.3830462324859,0,0,90,640x640,2026-01-04 13:09:46,success,,84400,streetview_beverly_hills,bh_0035_h000.jpg
streetview_beverly_hills_bh_0035_h090.jpg,34.06051208421422,-118.3830462324859,90,0,90,640x640,2026-01-04 13:09:47,success,,87384,streetview_beverly_hills,bh_0035_h090.jpg
streetview_beverly_hills_bh_0035_h180.jpg,34.06051208421422,-118.3830462324859,180,0,90,640x640,2026-01-04 13:09:48,success,,89685,streetview_beverly_hills,bh_0035_h180.jpg
streetview_beverly_hills_bh_0035_h270.jpg,34.06051208421422,-118.3830462324859,270,0,90,640x640,2026-01-04 13:09:48,success,,69219,streetview_beverly_hills,bh_0035_h270.jpg
streetview_beverly_hills_bh_0036_h000.jpg,34.06051863279159,-118.3824334659063,0,0,90,640x640,2026-01-04 13:09:49,success,,115699,streetview_beverly_hills,bh_0036_h000.jpg
streetview_beverly_hills_bh_0036_h090.jpg,34.06051863279159,-118.3824334659063,90,0,90,640x640,2026-01-04 13:09:49,success,,118413,streetview_beverly_hills,bh_0036_h090.jpg
streetview_beverly_hills_bh_0036_h180.jpg,34.06051863279159,-118.3824334659063,180,0,90,640x640,2026-01-04 13:09:50,success,,110303,streetview_beverly_hills,bh_0036_h180.jpg
